text_idx,sentence_idx,verb,sentence,verb_idx,label
,,be,"most trilobites were broadly oval-shaped being rather longer than wide , not greatly convex , and with eyes that were perhaps a quarter of the length of the head .",19,0
,,look,there is a necessary compromise which can only be looked at in the context of a particular system .,9,0
,,do,i think we might be able to do that .,7,0
,,receive,prior to receiving the information mrs bujok had not served an abatement notice upon the council or informed them of the alleged defects in the premises .,2,0
,,support,"the 1970s urban programme had a social , rather than economic , emphasis and was supported by the home office .",15,0
,,that,"bristol and west claims these auctions will help to bring some action to an otherwise slow market , and that it was overwhelmed by the response from people wanting to sell in this way .",19,0
,,cry,"a great many crocodile tears were cried , for , since unionists had such an elevated view of the principle of leadership , they were unable to accept that they had just driven their own leader from office .",6,0
,,Draw,"Draw on north american experience , the commission concluded that poor management was an important contributory factor to new york 's problems , and sought to apply the same lessons here ( p. 2 ) .",0,0
,,exacerbate,"post-war reconstruction and housing programmes seemed to do nothing to prevent , and seemed even to exacerbate , a rise in crime and mental illness .",16,0
,,hear,"the hollow barking of a dog heard from one of the stone sheds , but there was no sign of life around the buildings .",6,0
,,from,"the final dividend goes up to 11.5p , from 16.5p , against 14p for the year .",8,0
,,put,rufus overtook a bus going to colchester and put the two in the back so that they could catch it .,8,0
,,find,"a more general definition of resistance valid for varying cross-sections may be easily found at , but it is hardly worth the trouble .",13,0
,,come,you might expect them to come to la mama 's aid .,5,0
,,build,"it would be unfair both to the vector potential and to quantum mechanics to say that none of those formulations have engineering applications ( in fact the most sensitive magnetometer built to date is built on that kind of theory ) , but by and large engineers would n't lose much sleep if the use of a were banned with immediate effect .",34,0
,,have,in practice however the beam is not uniform and does not have perfect cylindrical symmetry .,11,0
,,lay,these influences lay the foundations for the blend of the naive and the sophisticated which is the hallmark of thomson 's maturity .,2,0
,,run,i 'll run and collect my hat and coat !,2,0
,,enc,"in procedural terms , therefore , the life sentence involves a transfer of function : normally it is the judge who determines the sentence ( or at least its upper limit , since earlier release on parole may be possible ) , whereas a life sentence enc that function to the executive , who must first ascertain the opinions of the lord chief justice and the trial judge .",46,0
,,us,"puzzles us , even though we can be certain of the rudiments of the story .",1,0
,,get,"do n't think you can got away with it just because you 've always got away with everything , since you set that nursemaid 's apron alight .",5,0
,,commit,"with an auction , you 've got to be certain that at least two buyers are there who can commit themselves , and the difficulty is that buyers who can commit are few and far between , said david phillip , a director of yorkshire estate agents dacre son and hartley .",30,0
,,describe,"the inner city has been variously described as a cause for moral outrage , a threat to public order , or as a stain on the nation 's conscience .",6,0
,,Solution,Solution to this problem is that of making population estimates for new zones that result from overlay operations .,0,0
